Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Reviewed
Sega Soccer Slam,XB,2002,Sports,Sega,0.04,0,0,80,15,8.5,10,Black Box,E,YES
Metal Slug XX,PSP,2009,Shooter,DHM Interactive,0.03,0,0,67,22,6.1,9,SNK Playmore,T,YES
NFL Blitz Pro,PS2,2003,Sports,Midway Games,0.11,0,0.03,73,20,8.5,14,Midway,E,YES
Section 8,PC,2009,Shooter,SouthPeak Games,0.02,0,0,72,31,7,78,TimeGate Studios,T,YES
Blitz: The League,X360,2006,Sports,Midway Games,0.15,0,0.01,69,23,6.5,14,Midway,M,YES
Metal Gear Solid 4: Guns of the Patriots,PS3,2008,Action,Konami Digital Entertainment,2.63,0.83,0.82,94,82,8.7,3558,Kojima Productions,M,YES
Boktai 2: Solar Boy Django,GBA,2004,Role-Playing,Konami Digital Entertainment,0.03,0,0,78,20,8.5,11,KCEJ,T,YES
NHL FaceOff 2001,PS2,2001,Sports,Sony Computer Entertainment,0.1,0,0.02,57,11,4,4,989 Sports,E,YES
MX vs. ATV: Alive,X360,2011,Racing,THQ,0.37,0,0.04,63,43,7.2,24,THQ Digital Studio Phoenix,E,YES
Afro Samurai,PS3,2009,Action,Atari,0.12,0,0.03,65,52,6.1,27,"Namco Bandai Games America, Namco Bandai Games",M,YES
Hot Wheels Velocity X,PS2,2002,Racing,THQ,0.23,0,0.06,54,7,7.1,16,Beyond Games,E,YES
Steel Battalion: Heavy Armor,X360,2012,Misc,Capcom,0.08,0.02,0.01,38,58,2.4,92,From Software,M,YES
The Chronicles of Narnia: Prince Caspian,Wii,2008,Action,Disney Interactive Studios,0.31,0,0.03,63,5,7.1,12,Traveller's Tales,T,YES
Tornado Outbreak,X360,2009,Action,Konami Digital Entertainment,0.07,0,0.01,62,12,8,6,Loose Cannon Studios,E10+,YES
Guitar Hero II,PS2,2006,Misc,RedOctane,3.81,0,0.68,92,69,8.5,112,Harmonix Music Systems,T,YES
Alice in Wonderland,Wii,2010,Adventure,Disney Interactive Studios,0.25,0,0.05,69,18,7.4,13,Etranges Libellules,E10+,YES
Miami Nights: Singles in the City,DS,2008,Simulation,Ubisoft,0.08,0,0.01,48,6,7.1,7,Gameloft,T,YES
Post Mortem,PC,2003,Adventure,Microids,0,0,0,71,25,8,28,Microids,M,YES
Need for Speed Underground,PC,2003,Racing,Electronic Arts,0,0,0.01,82,24,8.3,307,Black Box,E,YES
NHL Rivals 2004,XB,2003,Sports,Microsoft Game Studios,0.08,0,0,65,39,8.8,20,Microsoft Game Studios,E,YES
Rodea the Sky Soldier,WiiU,2015,Action,Nippon Ichi Software,0.08,0.01,0.01,45,31,6.5,81,"Prope, Kadokawa",E10+,YES
Frontlines: Fuel of War,X360,2008,Shooter,THQ,0.34,0.01,0.05,75,55,7.8,77,Kaos Studios,T,YES
Child of Eden,X360,2011,Shooter,Ubisoft,0.28,0,0.04,84,81,7.7,95,Q Entertainment,E10+,YES
Panzer Dragoon Orta,XB,2002,Shooter,Sega,0.16,0.04,0.01,90,41,8.5,64,Smilebit,T,YES
God of War Collection,PSV,2014,Action,Sony Computer Entertainment,0.08,0.01,0.05,73,28,7.4,133,"Sanzaru Games, Sanzaru Games, Inc.",M,YES
de Blob 2,Wii,2011,Platform,THQ,0.11,0,0.02,79,20,8.1,26,Blue Tongue Entertainment,E10+,YES
Red Faction: Armageddon,PS3,2011,Shooter,THQ,0.2,0.03,0.07,71,52,7.3,58,Volition Inc.,M,YES
The Simpsons Game,DS,2007,Action,Electronic Arts,0.56,0,0.17,69,17,7.3,18,Griptonite Games,T,YES
LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts,1.02,0,0.36,80,18,6.7,87,Traveller's Tales,E10+,YES
Fight Night Round 4,X360,2009,Fighting,Electronic Arts,0.95,0,0.13,87,76,8.1,86,EA Canada,T,YES
Infamous: First Light,PS4,2014,Action,Sony Computer Entertainment,0,0,0,73,70,7.5,580,Sucker Punch,T,YES
Castlevania: Curse of Darkness,PS2,2005,Action,Konami Digital Entertainment,0.18,0.05,0.05,70,30,7.5,46,Konami,M,YES
Still Life 2,PC,2009,Adventure,Rondomedia,0,0,0,67,15,5.7,54,GameCo,M,YES
DiRT,PC,2007,Racing,Codemasters,0,0,0,84,20,7.3,91,Codemasters,E,YES
Super Monkey Ball 3D,3DS,2011,Action,Sega,0.26,0.05,0.04,55,57,5.5,31,Sega,E,YES
The Simpsons Skateboarding,PS2,2002,Sports,Electronic Arts,0.36,0,0.27,38,21,5,26,The Code Monkeys,T,YES
Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,1.87,0.11,0.29,90,59,8.2,791,Ubisoft Montreal,M,YES
NHL 2001,PS,2000,Sports,Electronic Arts,0.35,0,0.04,88,10,7.7,7,Page 44 Studios,E,YES
Enter the Matrix,XB,2003,Action,Atari,0.72,0.01,0.04,65,33,7.1,75,Shiny Entertainment,T,YES
Dead or Alive Ultimate,XB,2004,Fighting,Tecmo Koei,0.3,0.08,0.02,83,64,8.7,25,Team Ninja,M,YES
Drawn to Life: The Next Chapter,DS,2009,Puzzle,THQ,0.44,0,0.06,72,21,7.7,22,5TH Cell,E,YES
Link's Crossbow Training,Wii,2007,Shooter,Nintendo,3.05,0.29,0.46,68,34,7.1,47,Nintendo,T,YES
Professor Layton and the Last Specter,DS,2009,Puzzle,Nintendo,0.28,0.68,0.32,83,58,8.7,52,Level 5,E10+,YES
Grand Theft Auto: San Andreas,PC,2005,Action,Take-Two Interactive,0,0,0.04,93,47,8.9,1841,Rockstar North,M,YES
Shrek 2,XB,2004,Platform,Activision,0.4,0,0.02,72,31,8.4,5,"Luxoflux, Inc.",E,YES
SSX On Tour,GC,2005,Sports,Electronic Arts,0.13,0,0,80,27,7.5,14,EA Canada,E,YES
Call of Duty: World at War,PS3,2008,Shooter,Activision,2.73,0,0.83,85,45,7.6,409,Treyarch,M,YES
Carmageddon: Max Damage,XOne,2016,Action,Stainless Games,0.01,0,0,52,15,7.1,12,Stainless Games,M,YES
Guitar Hero: Warriors of Rock,Wii,2010,Misc,Activision,0.47,0,0.09,77,26,7.5,17,"Vicarious Visions, Neversoft Entertainment",T,YES
Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,2.29,0,0.19,82,68,7.5,120,Raven Software,T,YES
ExerBeat,Wii,2010,Sports,Namco Bandai Games,0.1,0,0.03,60,9,7.6,5,Namco Bandai Games,E,YES
Brain Age: Concentration Training,3DS,2012,Puzzle,Nintendo,0.09,0,0.01,71,11,7.9,17,Nintendo,E,YES
Otogi 2: Immortal Warriors,XB,2003,Action,Sega,0.04,0,0,79,43,8.3,12,From Software,T,YES
Blacksite: Area 51,X360,2007,Shooter,Midway Games,0.29,0,0.06,62,48,6.1,65,Midway Studios - Austin,T,YES
uDraw Studio: Instant Artist,X360,2011,Misc,THQ,0.01,0,0,54,5,5.7,6,THQ,E,YES
Ape Escape: On the Loose,PSP,2005,Platform,Sony Computer Entertainment,0.52,0.12,0.05,66,35,6.4,16,"SCEA, Sims",E,YES
Rayman Raving Rabbids: TV Party,Wii,2008,Misc,Ubisoft,0.72,0,0.23,73,24,7.7,29,"Ubisoft Paris, Ubisoft Montpellier",E10+,YES
Powerdrome,XB,2004,Racing,Evolved Games,0.01,0,0,69,12,7,9,Argonaut Games,T,YES
Airline Tycoon 2,PC,2011,Simulation,Kalypso Media,0,0,0.01,57,4,5.5,30,Kalypso,E,YES
Prototype: Biohazard Bundle,XOne,2016,Action,Activision,0.01,0,0,56,4,3.1,14,Radical Entertainment,M,YES
Resistance: Retribution,PSP,2009,Shooter,Sony Computer Entertainment,0.27,0.05,0.21,81,67,8.1,84,Sony Bend,M,YES
Phantom Brave: We Meet Again,Wii,2009,Role-Playing,Nippon Ichi Software,0.12,0.01,0.01,76,12,7.1,15,Nippon Ichi Software,T,YES
Guinness World Records: The Videogame,Wii,2008,Action,Warner Bros. Interactive Entertainment,0.46,0,0.11,67,12,7,8,TT Fusion,E10+,YES
Toy Shop,DS,2008,Simulation,Majesco Entertainment,0.03,0,0,31,7,5.4,11,"Gameinvest, Seed Studios, Lda",E,YES
Build-A-Bear Workshop,DS,2007,Simulation,Game Factory,0.85,0,0.07,61,11,4.8,5,Neko Entertainment,E,YES
Bleach: Dark Souls,DS,2007,Fighting,Sega,0.12,0,0.01,82,28,7.9,14,Treasure,T,YES
Ride to Hell,PS3,2013,Racing,Deep Silver,0.02,0,0.01,13,4,1,218,"Eutechnyx, Deep Silver",M,YES
NBA Live 2005,XB,2004,Sports,Electronic Arts,0.81,0,0.04,85,28,7.6,14,EA Canada,E,YES
Alice: Madness Returns,PS3,2011,Adventure,Electronic Arts,0.22,0.04,0.08,70,51,7.9,181,Spicy Horse,M,YES
FIFA Manager 12,PC,2011,Sports,Electronic Arts,0,0,0.01,72,11,3.9,24,Bright Future GmbH,E,YES
Grand Theft Auto,GBA,2004,Action,Take-Two Interactive,0.17,0,0,68,33,7.1,23,Digital Eclipse,M,YES
Spyro: Shadow Legacy,DS,2005,Action,Vivendi Games,0.14,0,0.01,50,18,5.7,16,Amaze Entertainment,E,YES
MadWorld,Wii,2009,Action,Sega,0.45,0.02,0.07,81,74,8.6,176,PlatinumGames,M,YES
Dragon Ball Z: Budokai Tenkaichi 2,Wii,2006,Fighting,Atari,0.24,0,0.02,72,37,8.5,40,Spike,T,YES
Viewtiful Joe: Red Hot Rumble,PSP,2006,Action,Capcom,0.08,0,0.01,63,24,6.3,6,Clover Studio,T,YES
Agatha Christie: Evil Under the Sun,Wii,2008,Adventure,The Adventure Company,0.06,0,0.01,46,6,7.3,6,AWE Games,T,YES
The Golf Club,XOne,2014,Sports,Unknown,0.03,0,0,64,15,5.4,59,HB Studios Multimedia,E,YES
Asphalt: Injection,PSV,2011,Action,Ubisoft,0.13,0,0.03,49,33,4.8,28,Ubisoft,E10+,YES
Rayman Arena,GC,2002,Racing,Ubisoft,0.11,0,0,60,10,7.2,6,Ubisoft,E,YES
Omega Quintet,PS4,2014,Role-Playing,Compile Heart,0,0.02,0,58,22,7.1,81,Compile Heart,T,YES
Spider-Man: Shattered Dimensions,X360,2010,Action,Activision,0.24,0,0.03,76,68,7.6,96,Beenox,T,YES
Coraline,Wii,2009,Action,D3Publisher,0.05,0,0,42,7,5.5,8,Papaya Studios,E10+,YES
UFC Undisputed 3,PS3,2012,Action,THQ,0.55,0.03,0.13,86,30,7.4,92,Yuke's,T,YES
Art Academy,DS,2010,Misc,Nintendo,0.26,0.33,0.28,75,15,8,5,Headstrong Games,E,YES
Big Bang Mini,DS,2009,Shooter,SouthPeak Games,0.05,0,0,78,39,8.2,26,Arkedo Studio,E,YES
Def Jam: Fight for NY,PS2,2004,Fighting,Electronic Arts,0.86,0,0.22,83,46,8.9,73,Aki Corp.,M,YES
Duke Nukem Forever,X360,2011,Shooter,Take-Two Interactive,0.52,0,0.07,49,76,4.4,456,"Gearbox Software, 3D Realms",M,YES
Crash 'N' Burn,XB,2004,Racing,Eidos Interactive,0.07,0,0,65,25,6.4,7,Climax Group,T,YES
Medieval II: Total War,PC,2006,Strategy,Sega,0,0,0.02,88,39,8.9,648,Creative Assembly,T,YES
Ghostbusters: The Video Game,PSP,2009,Action,Atari,0.16,0,0.02,54,13,4.7,13,Red Fly Studio,E10+,YES
Assassin's Creed Chronicles: China,PS4,2015,Action,Ubisoft,0,0,0.01,69,44,6.4,83,"Climax Group, Climax Studios",T,YES
Dead to Rights: Retribution,X360,2010,Shooter,Namco Bandai Games,0.11,0,0.02,61,64,7,34,Volatile Games,M,YES
Bionicle Heroes,DS,2006,Shooter,Eidos Interactive,0.06,0,0,72,11,6.4,15,Amaze Entertainment,T,YES
X-Men Legends,PS2,2004,Role-Playing,Activision,1,0,0.21,79,48,8.5,69,Raven Software,T,YES
Armored Core 3 Portable,PSP,2009,Simulation,From Software,0,0.08,0,43,6,6.7,6,From Software,T,YES
Line Rider 2: Unbound,DS,2008,Puzzle,Deep Silver,0.07,0,0.01,59,23,5.6,5,InXile Entertainment,E,YES
Capcom Classics Collection,PS2,2005,Misc,Capcom,0.22,0.05,0.06,78,30,8.4,5,Digital Eclipse,T,YES
The Sims 2: Pets,PS2,2006,Simulation,Electronic Arts,0.02,0,0.27,68,27,8,25,Maxis,T,YES
Super Street Fighter II: Turbo Revival,GBA,2001,Fighting,Ubisoft,0.18,0,0,84,17,7.4,10,Capcom,T,YES
Super Dragon Ball Z,PS2,2006,Fighting,Atari,0.09,0.19,0.02,72,31,5.8,21,Crafts & Meister,T,YES
Star Wars Battlefront: Renegade Squadron,PSP,2007,Shooter,LucasArts,0.9,0,0.32,73,35,7.9,46,Rebellion,T,YES
Fishing Resort,Wii,2011,Sports,Namco Bandai Games,0.14,0.25,0.01,69,9,7,8,Prope,E,YES
Odama,GC,2006,Misc,Nintendo,0.07,0.02,0,62,42,8,17,Vivarium,E10+,YES
Worms: A Space Oddity,Wii,2008,Strategy,THQ,0.06,0,0.01,64,26,4.3,13,Team 17,E10+,YES
Madden NFL 2005,XB,2004,Sports,Electronic Arts,1.61,0,0.08,91,39,7.6,26,EA Tiburon,E,YES
Enemy Territory: Quake Wars,PC,2007,Shooter,Activision,0.01,0,0,84,55,8.3,231,Splash Damage,T,YES
Tomb Raider: Legend,XB,2006,Action,Eidos Interactive,0.1,0,0,82,40,7.2,13,Crystal Dynamics,T,YES
WWE Wrestlemania XIX,GC,2003,Fighting,THQ,0.26,0,0.01,76,26,8.7,47,Yuke's,T,YES
The BIGS,Wii,2007,Sports,Take-Two Interactive,0.34,0,0.03,66,15,7.1,14,Blue Castle Games,E,YES
Ragnarok DS,DS,2008,Role-Playing,GungHo,0.1,0.11,0.01,53,19,5.8,17,GungHo,E10+,YES
Resident Evil 4,GC,2005,Action,Capcom,0.98,0.22,0.06,96,82,9.4,767,Capcom,M,YES
Pac-Pix,DS,2005,Puzzle,Namco Bandai Games,0.16,0.1,0.01,71,41,7.1,7,Namco,E,YES
Suikoden IV,PS2,2004,Role-Playing,Konami Digital Entertainment,0.17,0.3,0.05,63,44,7.3,47,KCET,T,YES
Need for Speed: Porsche Unleashed,GBA,2004,Racing,Zoo Digital Publishing,0.35,0,0.01,62,4,7.8,8,Pocketeers,E,YES
The Saboteur,PC,2009,Action,Electronic Arts,0,0,0.01,76,20,8,236,Pandemic Studios,M,YES
LEGO Star Wars: The Complete Saga,Wii,2007,Action,LucasArts,3.57,0,0.51,80,17,8.9,62,Traveller's Tales,E10+,YES
Juiced 2: Hot Import Nights,PS3,2007,Racing,THQ,0.18,0.01,0.03,71,10,6.4,5,Juice Games,T,YES
Lost Planet 2,PC,2010,Shooter,Capcom,0,0,0,63,15,6.3,87,Capcom,T,YES
Fight Night Round 3,XB,2006,Fighting,Electronic Arts,0.26,0,0.01,83,32,9,21,EA Chicago,T,YES
XIII,GC,2003,Shooter,Ubisoft,0.07,0,0,73,27,7.7,20,Ubisoft Paris,M,YES
Kinect Joy Ride,X360,2010,Racing,Microsoft Game Studios,0.92,0,0.12,52,46,5,20,BigPark,E,YES
Sega Superstars,PS2,2004,Misc,Sega,0.08,0,0.02,72,28,7,5,Sonic Team,T,YES
MTX Mototrax,PS2,2004,Racing,Activision,0.13,0,0.03,77,30,8.1,9,Left Field Productions,E,YES
We Love Katamari,PS2,2005,Puzzle,Electronic Arts,0.26,0,0.07,86,61,8.9,51,Namco,E,YES
Tony Hawk's Proving Ground,DS,2007,Sports,Activision,0.2,0,0.02,79,21,6.7,6,Vicarious Visions,E10+,YES
Nostalgia,DS,2008,Role-Playing,Tecmo Koei,0.16,0.02,0.01,72,36,7.6,19,Matrix Software,E10+,YES
Half-Life,PS2,2001,Shooter,Vivendi Games,0.29,0,0.08,87,24,8.6,94,Gearbox Software,M,YES
Trinity Universe,PS3,2009,Role-Playing,Nippon Ichi Software,0.07,0.03,0.02,62,25,7.2,28,"Gust, Idea Factory",T,YES
Armored Core 3,PS2,2002,Simulation,Metro 3D,0.22,0.23,0.06,74,23,9,33,From Software,T,YES
One Piece: Burning Blood,XOne,2016,Fighting,Namco Bandai Games,0.03,0,0.01,60,10,5.8,12,Spike Chunsoft,T,YES
BMX XXX,PS2,2002,Sports,Acclaim Entertainment,0.07,0,0.02,54,14,4.6,17,"Z-Axis, Ltd.",M,YES
Puzzle Quest: Challenge of the Warlords,DS,2007,Puzzle,D3Publisher,0.28,0.03,0.02,82,41,8.7,32,1st Playable Productions,E10+,YES
LEGO Marvel Super Heroes,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.42,0.04,0.07,61,4,5.2,11,TT Games,E10+,YES
WWE SmackDown vs Raw 2008,DS,2007,Fighting,THQ,0.11,0,0.01,61,12,6.6,13,Amaze Entertainment,T,YES
"Warhammer 40,000: Space Marine",PS3,2011,Shooter,THQ,0.13,0,0.08,70,46,7.4,162,Relic,M,YES
Shark Tale,GBA,2004,Action,Activision,0.49,0,0.01,63,8,9,4,Vicarious Visions,E,YES
Tony Hawk's American Wasteland,GC,2005,Sports,Activision,0.33,0,0.01,76,26,7.7,15,Neversoft Entertainment,T,YES
Dragon Quest IX: Sentinels of the Starry Skies,DS,2009,Role-Playing,Nintendo,0.63,4.35,0.15,87,65,8.8,197,Level 5,E10+,YES
Halo 3,X360,2007,Shooter,Microsoft Game Studios,7.97,0.13,1.21,94,86,7.8,4100,"Bungie Software, Bungie",M,YES
Dynasty Warriors: Gundam 2,PS2,2008,Action,Namco Bandai Games,0.04,0.25,0.01,52,8,6.5,8,Omega Force,T,YES
Armed and Dangerous,XB,2003,Shooter,LucasArts,0.09,0,0,79,41,7.2,15,Planet Moon Studios,T,YES
Dynasty Warriors 8: Empires,PS4,2014,Action,Tecmo Koei,0.06,0.03,0.03,63,30,7.5,42,Omega Force,T,YES
2010 FIFA World Cup South Africa,PSP,2010,Sports,Electronic Arts,0.09,0.03,0.12,69,11,7.4,9,Electronic Arts,E,YES
ESPN NBA 2K5,PS2,2004,Sports,Global Star,1.26,0,0.21,83,24,7.5,36,Visual Concepts,E,YES
FIFA Soccer 09,X360,2008,Sports,Electronic Arts,0.49,0.01,0.18,87,51,8,106,EA Canada,E,YES
Naruto: Ultimate Ninja Storm,PS3,2008,Fighting,Namco Bandai Games,0.49,0.09,0.15,75,32,8.6,95,CyberConnect2,T,YES
Thrillville,PSP,2006,Strategy,Atari,0.18,0,0.02,72,13,2.8,39,Frontier Developments,E10+,YES
Crazy Taxi,GC,2001,Racing,Acclaim Entertainment,0.36,0.02,0.01,69,20,7.5,21,Acclaim,T,YES
Top Gun,PS3,2011,Simulation,505 Games,0.06,0,0.01,49,25,4.4,5,Doublesix,T,YES
Fist of the North Star: Ken's Rage 2,X360,2012,Fighting,Tecmo Koei,0.03,0.02,0,55,18,7.1,20,Koei,M,YES
Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005,Action,Ubisoft,0.71,0,0.31,82,41,8.2,68,Ubisoft Montpellier,T,YES
NHL 2004,GC,2003,Sports,Electronic Arts,0.08,0,0,85,18,8.4,7,EA Sports,E,YES
Fuel,PS3,2009,Racing,Codemasters,0.08,0,0.04,67,44,7.4,36,Asobo Studio,E,YES
Tomb Raider: Anniversary,PC,2007,Action,Eidos Interactive,0,0,0.01,83,26,8.1,242,Nixxes Software,T,YES
Classic NES Series: Dr. Mario,GBA,2004,Puzzle,Nintendo,0.31,0.13,0.01,66,10,7.5,6,Nintendo,E,YES
Tales of the Abyss,PS2,2005,Role-Playing,Namco Bandai Games,0,0.57,0,78,22,8.4,109,Namco,T,YES
F1 Race Stars,PC,2012,Racing,Codemasters,0,0,0,62,8,5.4,46,Codemasters,E,YES
Rogue Trooper,XB,2006,Shooter,Eidos Interactive,0.01,0,0,71,37,8.5,11,Rebellion,T,YES
Bujingai: The Forsaken City,PS2,2003,Fighting,505 Games,0.05,0,0.01,72,28,7.5,14,Taito Corporation,T,YES
Men of Valor,XB,2004,Shooter,Vivendi Games,0.19,0,0.01,73,47,8,8,2015,M,YES
LocoRoco,PSP,2006,Platform,Sony Computer Entertainment,0.14,0.16,0.03,83,67,8.7,89,SCE Japan Studio,E,YES
Shiren the Wanderer,Wii,2008,Role-Playing,Sega,0.08,0.11,0.01,71,21,7.6,5,ChunSoft,T,YES
Tom Clancy's EndWar,PSP,2008,Strategy,Ubisoft,0.1,0,0.01,68,7,5.9,8,"Funatics Software, Funatics",T,YES
Madden NFL 09 All-Play,Wii,2008,Sports,Electronic Arts,0.76,0,0.06,82,19,7.2,22,EA Tiburon,E,YES
BioShock Infinite,PC,2013,Shooter,Take-Two Interactive,0.29,0,0.07,94,68,8.5,7322,Irrational Games,M,YES
Quake III: Revolution,PS2,2001,Shooter,Electronic Arts,0.1,0,0.03,84,18,7.2,11,Bullfrog Productions,M,YES
Bound By Flame,PS4,2014,Role-Playing,Focus Home Interactive,0.08,0,0.03,53,40,5.9,230,Spiders,M,YES
Fight Club,XB,2004,Fighting,Vivendi Games,0.08,0,0,37,29,4.7,13,Genuine Games,M,YES
Capcom vs. SNK,DC,2000,Fighting,Virgin Interactive,0,0.22,0,80,17,9,24,Capcom,T,YES
The Lord of the Rings: Conquest,DS,2009,Action,Electronic Arts,0.09,0,0.01,61,9,7.8,6,Artificial Mind and Movement,E10+,YES
Kingdom Hearts,PS2,2002,Role-Playing,Sony Computer Entertainment,3.64,1.49,0.07,85,46,8.8,597,SquareSoft,E,YES
Resident Evil: Survivor,PS,2000,Action,Eidos Interactive,0.23,0.29,0.05,39,10,7,47,Capcom,M,YES
NHL Hitz Pro,PS2,2003,Sports,Midway Games,0.09,0,0.02,79,23,8.9,13,Next Level Games,E,YES
Voodoo Vince,XB,2003,Platform,Microsoft Game Studios,0.09,0,0,73,38,8.4,22,Beep Industries,T,YES
Hellgate: London,PC,2007,Role-Playing,Electronic Arts,0,0,0,70,40,6.3,374,Flagship Studios,M,YES
Dynasty Warriors 5 Empires,X360,2006,Action,Tecmo Koei,0.11,0,0.01,61,40,8.2,19,Omega Force,T,YES
Phineas and Ferb,DS,2009,Action,Disney Interactive Studios,1.32,0,0.15,80,4,4.5,8,Altron,E,YES
Fallout 4,PS4,2015,Role-Playing,Bethesda Softworks,2.53,0.24,1.13,87,58,6.5,4228,Bethesda Game Studios,M,YES
Dynasty Warriors 5,PS2,2005,Action,Tecmo Koei,0.24,0.91,0.06,69,29,8.8,68,Omega Force,T,YES
Harry Potter and the Deathly Hallows - Part 2,X360,2011,Action,Electronic Arts,0.19,0,0.03,44,31,5.4,24,EA Bright Light,T,YES
Lost in Blue,DS,2005,Adventure,Konami Digital Entertainment,0.07,0.02,0.01,69,33,7.8,21,Konami Computer Entertainment Hawaii,E10+,YES
Skate it,DS,2008,Sports,Electronic Arts,0.14,0,0.01,72,13,7.8,12,Exient Entertainment,E,YES
Mystic Heroes,GC,2002,Action,Tecmo Koei,0.03,0.04,0,67,13,8.5,26,Koei,T,YES
Strike Force Bowling,PS2,2004,Sports,Play It,0.3,0,0.08,48,14,6.8,4,Lab Rats Games,E,YES
Tony Hawk's Proving Ground,X360,2007,Sports,Activision,0.49,0,0.04,72,59,5.4,44,Neversoft Entertainment,T,YES
Skylanders SWAP Force,X360,2013,Platform,Activision,0.86,0,0.12,83,37,5.7,45,Vicarious Visions,E10+,YES
Twisted Metal: Black,PS2,2001,Racing,Sony Computer Entertainment,1.19,0,0.05,91,15,8.4,98,Incognito Inc.,M,YES
Viking: Battle for Asgard,PS3,2008,Action,Sega,0.14,0,0.07,65,38,7.4,32,Creative Assembly,M,YES
Superstars V8 Racing,PS3,2009,Racing,Black Bean Games,0,0,0.01,66,29,4.9,9,Milestone S.r.l,E,YES
Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Sony Computer Entertainment Europe,2.06,0.38,0.17,89,22,9.1,95,Namco,E,YES
MechAssault 2: Lone Wolf,XB,2004,Simulation,Microsoft Game Studios,0.27,0,0.01,81,66,7.5,23,Day 1 Studios,T,YES
World of Outlaws: Sprint Cars 2002,PS2,2002,Racing,Ignition Entertainment,0.23,0,0.06,80,10,9.1,10,Ratbag,E,YES
The Incredibles,PS2,2004,Action,THQ,0.96,0.04,0.3,62,36,7.6,22,Heavy Iron Studios,T,YES
Life is Strange,PC,2016,Adventure,Square Enix,0.01,0,0,83,15,8.6,1620,DONTNOD Entertainment,M,YES
Looney Tunes: Acme Arsenal,Wii,2007,Action,Warner Bros. Interactive Entertainment,0.21,0,0.02,27,7,5.1,14,Red Tribe,E10+,YES
The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004,Role-Playing,Namco Bandai Games,0.03,0.11,0,63,25,6.9,11,Microvision,E10+,YES
Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Fighting,Namco Bandai Games,0.43,0.01,0.07,74,31,8.5,39,CyberConnect2,T,YES
Academy of Champions: Soccer,Wii,2009,Sports,Ubisoft,0.09,0,0.01,64,20,6.8,14,Ubisoft Vancouver,E,YES
Dragon Rage,PS2,2001,Shooter,3DO,0.03,0,0.01,50,9,6.4,9,3DO,T,YES
Syberia II,PC,2004,Adventure,MC2 Entertainment,0,0,0,80,23,8.3,150,Microids,T,YES
Universal Studios Theme Parks Adventure,GC,2001,Misc,Kemco,0.08,0,0,39,11,2.9,11,Kemco,T,YES
Beowulf: The Game,PS3,2007,Action,Ubisoft,0.14,0,0.01,51,18,5.2,17,Ubisoft,M,YES
Dungeon Explorer: Warriors of Ancient Arts,PSP,2007,Role-Playing,Rising Star Games,0.01,0,0,56,13,5.5,4,Hudson Soft,T,YES
MLB Power Pros 2008,Wii,2008,Sports,Konami Digital Entertainment,0.11,0.01,0.01,79,16,8.7,21,Konami,E,YES
Gungrave: Overdose,PS2,2004,Shooter,Play It,0.07,0,0.02,68,50,8.7,12,Seta Corporation,M,YES
Saints Row: The Third,X360,2011,Action,THQ,1.25,0.07,0.3,84,70,7.6,490,Volition Inc.,M,YES
The Sims 4: City Living,PC,2016,Simulation,Electronic Arts,0.02,0,0.01,77,10,5.7,30,Maxis,T,YES
Mission: Impossible - Operation Surma,XB,2003,Platform,Atari,0.1,0,0,67,27,6.8,4,Paradigm Entertainment,T,YES
Street Fighter X Tekken,PSV,2012,Fighting,Capcom,0.1,0.01,0.03,79,25,7.5,66,Capcom,T,YES
A Vampyre Story,PC,2008,Adventure,Crimson Cow,0,0,0,75,33,8.5,25,Autumn Moon,T,YES
Duke Nukem Forever,PC,2011,Shooter,Take-Two Interactive,0.18,0,0.06,54,48,5.7,1183,"Gearbox Software, 3D Realms",M,YES
Aeon Flux,PS2,2005,Action,THQ,0.02,0,0.01,66,19,5.8,9,Terminal Reality,T,YES
Lost: Via Domus,X360,2008,Action,Ubisoft,0.18,0,0.07,55,50,6.4,58,Ubisoft Montreal,T,YES
The Dukes of Hazzard: Return of the General Lee,PS2,2004,Racing,Ubisoft,0.11,0,0.03,52,17,6.8,8,Ratbag,E,YES
Star Wars: Flight of the Falcon,GBA,2003,Action,THQ,0.25,0,0.01,39,13,5.8,11,Pocket Studios,E,YES
GripShift,PSP,2005,Racing,Ubisoft,0.08,0,0.01,70,37,8.7,22,Sidhe Interactive,E,YES
UEFA Euro 2004: Portugal,PS2,2004,Sports,Electronic Arts,0.07,0,0.02,76,21,6.4,18,EA Canada,E,YES
Harry Potter and the Deathly Hallows - Part 1,DS,2010,Action,Electronic Arts,0.19,0,0.04,56,6,6,4,Full Fat,E10+,YES
Ridge Racer Unbounded,X360,2012,Racing,Namco Bandai Games,0.05,0,0.01,71,59,7.7,56,Bugbear,T,YES
Dragon Ball Z: The Legacy of Goku II,GBA,2003,Role-Playing,Atari,0.78,0,0.02,75,21,8.9,39,Webfoot Technologies,E,YES
